,id,country,country_3,city,longitude,latitude,cohort,role
732,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,5,mentor
733,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,2,expert
734,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,2,mentor
735,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,1,expert
736,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,1,mentor
737,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,1,mentor
738,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,6,expert
739,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,7,mentor
740,piero-beraun,Peru,PER,Lima,-77.0365256,-12.0621065,5,participant
741,pinheirochagas,United States,USA,San Francisco,-122.419906,37.7790262,5,participant
742,pivg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,2,mentor
743,pivg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,expert
744,pivg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,mentor
745,pol-arranz-gibert,,,,,,6,participant
746,pradeep-eranti,France,FRA,,,,2,participant
747,prakriti-karki,Nepal,NPL,Kathmandu,85.3205817,27.708317,3,participant
748,prashbio,India,IND,Jaipur,75.8189817,26.9154576,3,expert
749,prashbio,India,IND,Jaipur,75.8189817,26.9154576,3,participant
750,prashbio,India,IND,Jaipur,75.8189817,26.9154576,3,mentor
751,princehoodie,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,4,participant
752,proccaserra,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,3,expert
753,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,2,expert
754,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,3,expert
755,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,4,expert
756,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,1,expert
757,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,6,expert
758,pvanheus,South Africa,ZAF,,,,2,participant
759,pvanheus,South Africa,ZAF,,,,6,participant
760,r-huo,Netherlands,NLD,Delft,4.362724538543995,51.999457199999995,6,participant
761,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,2,expert
762,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,3,expert
763,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,1,expert
764,raoofphysics,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,5,participant
765,raphaels1,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,expert
766,rgaiacs,Brazil,BRA,,,,2,expert
767,rgaiacs,Brazil,BRA,,,,2,mentor
768,rhoné-roux,,,,,,6,participant
769,richarddushime,Uganda,UGA,Kampala,32.5813539,0.3177137,7,participant
770,rivaquiroga,Chile,CHL,,,,7,mentor
771,robandeep-kaur,India,IND,Jalandhar,75.576889,31.3323762,3,participant
772,robert-schreiber,South Africa,ZAF,Hermanus,19.2361111,-34.4175,5,participant
773,robin-lewando,Ireland,IRL,Drimoleague,-9.2599704,51.6608501,3,participant
774,rodrigocam,Brazil,BRA,,,,1,mentor
775,romullo-lima,Brazil,BRA,Rio De Janeiro,-43.2093727,-22.9110137,6,participant
776,rossmounce,United Kingdom,GBR,,,,2,expert
777,rowland-mosbergen,Australia,AUS,,,,7,mentor
778,rukynas,Portugal,PRT,Porto,-8.6107884,41.1494512,3,participant
779,rushda-patel,India,IND,,,,6,participant
780,sairajdillikar,India,IND,Mysore,76.6553609,12.3051828,5,participant
781,samguay,Canada,CAN,,,,2,mentor
782,samguay,Canada,CAN,,,,1,participant
783,samuelorion,Canada,CAN,,,,2,participant
784,samvanstroud,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,2,participant
785,samvanstroud,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,3,expert
786,sandra-larriega,Peru,PER,Ñima,23.8675381,47.0759396,5,participant
787,sandrine-kengne,Cameroon,CMR,Yaounde,11.5213344,3.8689867,7,participant
788,santi-rello-varona,Spain,ESP,Madrid,-3.7035825,40.4167047,3,participant
789,santosrac,Brazil,BRA,Piracicaba,-47.6493269,-22.725165,5,expert
790,santosrac,Brazil,BRA,Piracicaba,-47.6493269,-22.725165,2,expert
791,sapetti9,Italy,ITA,Bologna,11.3426327,44.4938203,6,expert
792,sarah-nietopski,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,participant
793,saranjeetkaur,India,IND,Pune,73.8544541,18.521428,4,participant
794,saranjeetkaur,India,IND,Pune,73.8544541,18.521428,6,participant
795,saranjeetkaur,India,IND,Pune,73.8544541,18.521428,7,mentor
796,saravilla,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,mentor
797,saravilla,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,4,participant
798,saravilla,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,6,expert
799,saravilla,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,6,mentor
800,saravilla,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,7,mentor
801,sarenaz,Kazakhstan,KAZ,Astana (Nursultan),71.4306682,51.1282205,5,participant
802,saryace,Chile,CHL,Santiago,-83.7980749,9.8694792,7,participant
803,satagopam7,Luxembourg,LUX,,,,1,expert
804,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,5,mentor
805,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,4,participant
806,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,6,expert
807,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,7,mentor
808,sdopoku,Ghana,GHA,,,,2,expert
809,sdopoku,Ghana,GHA,,,,2,mentor
810,sebastianeggert,Germany,DEU,,,,2,participant
811,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,5,expert
812,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,5,mentor
813,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,4,expert
814,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,6,expert
815,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,6,mentor
816,serahrono,Estonia,EST,Tallinn,24.7453688,59.4372155,3,expert
817,seunolufemi123,Nigeria,NGA,Ogbomoso,4.25,8.133,7,participant
818,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,2,expert
819,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,2,mentor
820,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,3,expert
821,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,3,participant
822,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,3,mentor
823,sgsfak,,,,,,3,participant
824,shmuhammad2004,Nigeria,NGA,Kano,8.5364136,11.8948389,3,participant
825,sithyphus,United States,USA,,,,1,participant
826,sivasubramanian-murugappan,Ireland,IRL,Limerick,-8.6301239,52.661252,7,participant
827,sjb287,United States,USA,Urbana,-88.207301,40.1117174,3,participant
828,sk-sahu,India,IND,,,,2,participant
829,sladjana-lukic,United States,USA,New York City,-74.0060152,40.7127281,5,participant
830,slldec,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,5,participant
831,slldec,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,7,facilitator
832,slldec,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,7,mentor
833,smhall97,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,6,mentor
834,smhall97,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,7,participant
835,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,5,mentor
836,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,2,participant
837,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,3,expert
838,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,3,mentor
839,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,4,expert
840,sofia-kirke-forslund,Germany,DEU,Berlin,13.3888599,52.5170365,2,expert
841,sonibk,Kenya,KEN,,,,2,participant
842,spitschan,Germany,DEU,Munich,11.5753822,48.1371079,3,participant
843,spitschan,Germany,DEU,Munich,11.5753822,48.1371079,7,participant
844,stefan-gaillard,Netherlands,NLD,,,,2,participant
845,stefaniebutland,Canada,CAN,Kamloops,-120.339415,50.6758269,5,expert
846,stefaniebutland,Canada,CAN,Kamloops,-120.339415,50.6758269,3,expert
847,sudarshangc,Nepal,NPL,,,,1,participant
848,susana465,United Kingdom,GBR,,,,6,participant
849,tai-rocha,Brazil,BRA,Rio De Janeiro,-43.2093727,-22.9110137,2,participant
850,tai-rocha,Brazil,BRA,Rio De Janeiro,-43.2093727,-22.9110137,3,expert
851,tallmar,,,,,,6,expert
852,teresa-cisneros,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,expert
853,teresa-m,Germany,DEU,Freiburg,7.8494005,47.9960901,3,participant
854,thatspacegirl,India,IND,Bengaluru,77.590082,12.9767936,5,participant
855,thatspacegirl,India,IND,Bengaluru,77.590082,12.9767936,4,participant
856,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,2,expert
857,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,3,expert
858,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,4,expert
859,tklingstrom,Sweden,SWE,,,,2,expert
860,tlaguna,Spain,ESP,Madrid,-3.7035825,40.4167047,2,participant
861,tlaguna,Spain,ESP,Madrid,-3.7035825,40.4167047,3,mentor
862,tnabtaf,United States,USA,,,,2,expert
863,tnabtaf,United States,USA,,,,2,mentor
864,tnabtaf,United States,USA,,,,4,expert
865,tnabtaf,United States,USA,,,,4,mentor
866,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,2,expert
867,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,3,expert
868,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
869,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
870,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,1,mentor
871,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,6,expert
872,tsonika,Australia,AUS,Melbourne,144.9631732,-37.8142454,2,expert
873,tsonika,Australia,AUS,Melbourne,144.9631732,-37.8142454,2,mentor
874,tsonika,Australia,AUS,Melbourne,144.9631732,-37.8142454,3,expert
875,tsonika,Australia,AUS,Melbourne,144.9631732,-37.8142454,3,mentor
876,ujwal-shrestha,Nepal,NPL,Kathmandu,85.3205817,27.708317,3,participant
877,umutpajaro,Colombia,COL,Cartagena,-75.5443419,10.4266746,7,participant
878,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,5,mentor
879,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,2,expert
880,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,2,mentor
881,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,expert
882,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
883,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
884,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,4,expert
885,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,4,mentor
886,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,1,expert
887,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,1,mentor
888,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,1,participant
889,usmood,,,,,,6,participant
890,valerie-parent,Canada,CAN,,,,2,participant
891,varlottaang,Italy,ITA,Rionero In Vulture,15.6694407,40.9261881,7,participant
892,vborghe,Canada,CAN,Montréal,-73.5698065,45.5031824,5,participant
893,vcheplygina,Netherlands,NLD,,,,2,expert
894,veroxgithub,Argentina,ARG,Avellaneda,-58.3628061,-34.6648394,5,participant
895,vhellon,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,participant
896,vickygisel,Argentina,ARG,Oro Verde,-64.29891743033643,-31.132197599999998,5,participant
897,vickynembaware,South Africa,ZAF,,,,2,expert
898,vickynembaware,South Africa,ZAF,,,,1,expert
899,vickynembaware,South Africa,ZAF,,,,1,mentor
900,wasifarahman,Bangladesh,BGD,,,,2,participant
901,wykhuh,United States,USA,Los Angeles,-118.242766,34.0536909,4,participant
902,yanick-diapa-nana,Cameroon,CMR,Yaoundé,11.5213344,3.8689867,7,participant
903,yochannah,United Kingdom,GBR,,,,5,organizer
904,yochannah,United Kingdom,GBR,,,,5,mentor
905,yochannah,United Kingdom,GBR,,,,5,mentor
906,yochannah,United Kingdom,GBR,,,,2,expert
907,yochannah,United Kingdom,GBR,,,,2,organizer
908,yochannah,United Kingdom,GBR,,,,2,mentor
909,yochannah,United Kingdom,GBR,,,,2,mentor
910,yochannah,United Kingdom,GBR,,,,3,expert
911,yochannah,United Kingdom,GBR,,,,3,organizer
912,yochannah,United Kingdom,GBR,,,,3,mentor
913,yochannah,United Kingdom,GBR,,,,3,mentor
914,yochannah,United Kingdom,GBR,,,,3,mentor
915,yochannah,United Kingdom,GBR,,,,4,organizer
916,yochannah,United Kingdom,GBR,,,,4,mentor
917,yochannah,United Kingdom,GBR,,,,1,organizer
918,yochannah,United Kingdom,GBR,,,,1,mentor
919,yochannah,United Kingdom,GBR,,,,6,organizer
920,yochannah,United Kingdom,GBR,,,,6,mentor
921,yochannah,United Kingdom,GBR,,,,8,organizer
922,yochannah,United Kingdom,GBR,,,,7,organizer
923,yochannah,United Kingdom,GBR,,,,7,mentor
924,yochannah,United Kingdom,GBR,,,,7,mentor
925,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,2,expert
926,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,2,mentor
927,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,2,mentor
928,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,3,expert
929,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,3,mentor
930,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,4,mentor
931,zdunseth,United States,USA,Providence,-71.4128343,41.8239891,5,participant
932,zebetus,United Kingdom,GBR,,,,2,expert
933,zebetus,United Kingdom,GBR,,,,1,mentor
934,zenita-milla-luthfiya,Indonesia,IDN,Solo,110.828448,-7.5692489,3,participant
